..........AI : 6.701 s, Game : 1.137 s
..........AI : 29.830 s, Game : 9.908 s
Episode 518 avg. reward = 5.100, Long-term avg. reward = 1.788
..........AI : 21.695 s, Game : 6.923 s
Episode 519 avg. reward = 3.100, Long-term avg. reward = 1.801
..........AI : 29.944 s, Game : 9.690 s
Episode 520 avg. reward = 4.900, Long-term avg. reward = 1.832
..........AI : 13.333 s, Game : 4.229 s
Episode 521 avg. reward = 1.300, Long-term avg. reward = 1.827
..........AI : 16.243 s, Game : 5.386 s
Episode 522 avg. reward = 2.100, Long-term avg. reward = 1.829
..........AI : 23.089 s, Game : 7.105 s
Episode 523 avg. reward = 3.200, Long-term avg. reward = 1.843
..........AI : 21.312 s, Game : 7.035 s
Episode 524 avg. reward = 3.100, Long-term avg. reward = 1.856
..........AI : 18.100 s, Game : 5.943 s
Episode 525 avg. reward = 2.400, Long-term avg. reward = 1.861
..........AI : 35.516 s, Game : 11.584 s
Episode 526 avg. reward = 6.200, Long-term avg. reward = 1.904
..........AI : 19.942 s, Game : 6.323 s
Episode 527 avg. reward = 2.700, Long-term avg. reward = 1.912
..........AI : 22.452 s, Game : 7.179 s
Episode 528 avg. reward = 3.200, Long-term avg. reward = 1.925
..........AI : 16.121 s, Game : 5.310 s
Episode 529 avg. reward = 2.100, Long-term avg. reward = 1.927
..........AI : 18.619 s, Game : 5.669 s
Episode 530 avg. reward = 2.300, Long-term avg. reward = 1.931
..........AI : 11.181 s, Game : 3.686 s
Episode 531 avg. reward = 1.000, Long-term avg. reward = 1.921
..........AI : 34.535 s, Game : 11.181 s
Episode 532 avg. reward = 6.200, Long-term avg. reward = 1.964
..........AI : 17.640 s, Game : 5.589 s
Episode 533 avg. reward = 2.100, Long-term avg. reward = 1.966
..........AI : 19.464 s, Game : 6.280 s
Episode 534 avg. reward = 2.600, Long-term avg. reward = 1.972
..........AI : 11.829 s, Game : 3.878 s
Episode 535 avg. reward = 1.100, Long-term avg. reward = 1.963
..........AI : 23.439 s, Game : 7.901 s
Episode 536 avg. reward = 3.700, Long-term avg. reward = 1.981
..........AI : 15.729 s, Game : 5.146 s
Episode 537 avg. reward = 1.800, Long-term avg. reward = 1.979
..........AI : 25.797 s, Game : 8.484 s
Episode 538 avg. reward = 4.100, Long-term avg. reward = 2.000
..........AI : 19.077 s, Game : 6.280 s
Episode 539 avg. reward = 2.800, Long-term avg. reward = 2.008
..........AI : 15.451 s, Game : 5.152 s
Episode 540 avg. reward = 1.800, Long-term avg. reward = 2.006
..........AI : 10.825 s, Game : 3.557 s
Episode 541 avg. reward = 0.800, Long-term avg. reward = 1.994
..........AI : 17.618 s, Game : 6.169 s
Episode 542 avg. reward = 2.700, Long-term avg. reward = 2.001
..........AI : 15.097 s, Game : 4.685 s
Episode 543 avg. reward = 1.600, Long-term avg. reward = 1.997
..........AI : 31.891 s, Game : 10.538 s
Episode 544 avg. reward = 5.600, Long-term avg. reward = 2.033
..........AI : 15.421 s, Game : 4.884 s
Episode 545 avg. reward = 1.600, Long-term avg. reward = 2.029
..........AI : 10.065 s, Game : 3.276 s
Episode 546 avg. reward = 0.600, Long-term avg. reward = 2.014
..........AI : 16.614 s, Game : 5.456 s
Episode 547 avg. reward = 2.100, Long-term avg. reward = 2.015
..........AI : 21.118 s, Game : 6.721 s
Episode 548 avg. reward = 3.200, Long-term avg. reward = 2.027
..........AI : 29.468 s, Game : 9.583 s
Episode 549 avg. reward = 4.900, Long-term avg. reward = 2.056
..........AI : 16.340 s, Game : 5.361 s
Episode 550 avg. reward = 2.200, Long-term avg. reward = 2.057
..........AI : 14.407 s, Game : 4.411 s
Episode 551 avg. reward = 1.400, Long-term avg. reward = 2.051
..........AI : 15.494 s, Game : 4.863 s
Episode 552 avg. reward = 1.600, Long-term avg. reward = 2.046
..........AI : 17.826 s, Game : 5.988 s
Episode 553 avg. reward = 2.500, Long-term avg. reward = 2.051
..........AI : 14.116 s, Game : 4.480 s
Episode 554 avg. reward = 1.400, Long-term avg. reward = 2.044
..........AI : 17.498 s, Game : 5.862 s
Episode 555 avg. reward = 2.200, Long-term avg. reward = 2.046
..........AI : 24.154 s, Game : 7.969 s
Episode 556 avg. reward = 4.000, Long-term avg. reward = 2.065
..........AI : 18.026 s, Game : 5.997 s
Episode 557 avg. reward = 2.600, Long-term avg. reward = 2.071
..........AI : 18.887 s, Game : 6.211 s
Episode 558 avg. reward = 2.700, Long-term avg. reward = 2.077
..........AI : 14.798 s, Game : 4.792 s
Episode 559 avg. reward = 1.600, Long-term avg. reward = 2.072
..........AI : 9.910 s, Game : 3.235 s
Episode 560 avg. reward = 0.500, Long-term avg. reward = 2.056
..........AI : 17.744 s, Game : 5.862 s
Episode 561 avg. reward = 2.100, Long-term avg. reward = 2.057
..........AI : 14.422 s, Game : 4.995 s
Episode 562 avg. reward = 1.900, Long-term avg. reward = 2.055
..........AI : 15.596 s, Game : 5.127 s
Episode 563 avg. reward = 1.900, Long-term avg. reward = 2.054
..........AI : 19.476 s, Game : 6.234 s
Episode 564 avg. reward = 2.600, Long-term avg. reward = 2.059
..........AI : 23.717 s, Game : 7.671 s
Episode 565 avg. reward = 3.600, Long-term avg. reward = 2.075
..........AI : 10.851 s, Game : 3.767 s
Episode 566 avg. reward = 1.100, Long-term avg. reward = 2.065
..........AI : 19.935 s, Game : 6.424 s
Episode 567 avg. reward = 2.800, Long-term avg. reward = 2.072
..........AI : 13.276 s, Game : 4.355 s
Episode 568 avg. reward = 1.400, Long-term avg. reward = 2.065
..........AI : 19.338 s, Game : 6.315 s
Episode 569 avg. reward = 2.700, Long-term avg. reward = 2.072
..........AI : 20.432 s, Game : 6.785 s
Episode 570 avg. reward = 2.900, Long-term avg. reward = 2.080
..........AI : 18.489 s, Game : 6.043 s
Episode 571 avg. reward = 2.400, Long-term avg. reward = 2.083
..........AI : 18.488 s, Game : 6.120 s
Episode 572 avg. reward = 2.500, Long-term avg. reward = 2.087
..........AI : 10.888 s, Game : 3.777 s
Episode 573 avg. reward = 0.900, Long-term avg. reward = 2.076
..........AI : 21.076 s, Game : 6.822 s
Episode 574 avg. reward = 2.900, Long-term avg. reward = 2.084
..........AI : 13.311 s, Game : 4.383 s
Episode 575 avg. reward = 1.400, Long-term avg. reward = 2.077
..........AI : 9.662 s, Game : 3.136 s
Episode 576 avg. reward = 0.500, Long-term avg. reward = 2.061
..........AI : 16.301 s, Game : 5.352 s
Episode 577 avg. reward = 2.000, Long-term avg. reward = 2.061
..........AI : 16.789 s, Game : 5.482 s
Episode 578 avg. reward = 2.100, Long-term avg. reward = 2.061
..........AI : 12.578 s, Game : 4.028 s
Episode 579 avg. reward = 1.200, Long-term avg. reward = 2.052
..........AI : 8.488 s, Game : 2.857 s
Episode 580 avg. reward = 0.300, Long-term avg. reward = 2.035
..........AI : 18.125 s, Game : 6.110 s
Episode 581 avg. reward = 2.500, Long-term avg. reward = 2.039
..........AI : 26.994 s, Game : 8.707 s
Episode 582 avg. reward = 4.400, Long-term avg. reward = 2.063
..........AI : 19.434 s, Game : 6.304 s
Episode 583 avg. reward = 2.800, Long-term avg. reward = 2.070
..........AI : 20.123 s, Game : 6.477 s
Episode 584 avg. reward = 2.700, Long-term avg. reward = 2.077
..........AI : 19.992 s, Game : 6.529 s
Episode 585 avg. reward = 2.700, Long-term avg. reward = 2.083
..........AI : 43.913 s, Game : 14.304 s
Episode 586 avg. reward = 8.300, Long-term avg. reward = 2.145
..........AI : 37.050 s, Game : 12.149 s
Episode 587 avg. reward = 6.600, Long-term avg. reward = 2.190
..........AI : 26.435 s, Game : 8.456 s
Episode 588 avg. reward = 4.200, Long-term avg. reward = 2.210
..........AI : 21.321 s, Game : 6.678 s
Episode 589 avg. reward = 3.000, Long-term avg. reward = 2.218
..........AI : 9.505 s, Game : 3.027 s
Episode 590 avg. reward = 0.300, Long-term avg. reward = 2.199
..........AI : 18.663 s, Game : 6.066 s
Episode 591 avg. reward = 2.500, Long-term avg. reward = 2.202
..........AI : 9.836 s, Game : 3.189 s
Episode 592 avg. reward = 0.600, Long-term avg. reward = 2.186
..........AI : 20.936 s, Game : 6.788 s
Episode 593 avg. reward = 3.000, Long-term avg. reward = 2.194
..........AI : 28.385 s, Game : 9.311 s
Episode 594 avg. reward = 4.800, Long-term avg. reward = 2.220
..........AI : 11.582 s, Game : 3.449 s
Episode 595 avg. reward = 0.600, Long-term avg. reward = 2.204
..........AI : 20.116 s, Game : 6.509 s
Episode 596 avg. reward = 2.800, Long-term avg. reward = 2.210
..........AI : 29.002 s, Game : 9.228 s
Episode 597 avg. reward = 4.500, Long-term avg. reward = 2.232
..........AI : 15.332 s, Game : 5.058 s
Episode 598 avg. reward = 1.800, Long-term avg. reward = 2.228
..........AI : 24.800 s, Game : 8.031 s
Episode 599 avg. reward = 3.800, Long-term avg. reward = 2.244
..........AI : 28.501 s, Game : 9.324 s
Episode 600 avg. reward = 4.500, Long-term avg. reward = 2.266
..........AI : 30.650 s, Game : 10.068 s
Episode 601 avg. reward = 5.400, Long-term avg. reward = 2.298
..........AI : 14.285 s, Game : 4.713 s
Episode 602 avg. reward = 1.500, Long-term avg. reward = 2.290
..........AI : 17.222 s, Game : 5.709 s
Episode 603 avg. reward = 2.400, Long-term avg. reward = 2.291
..........AI : 22.668 s, Game : 7.136 s
Episode 604 avg. reward = 3.400, Long-term avg. reward = 2.302
..........AI : 22.680 s, Game : 7.559 s
Episode 605 avg. reward = 3.600, Long-term avg. reward = 2.315
..........AI : 22.951 s, Game : 7.214 s
Episode 606 avg. reward = 3.500, Long-term avg. reward = 2.327
..........AI : 27.364 s, Game : 8.874 s
Episode 607 avg. reward = 4.600, Long-term avg. reward = 2.349
..........AI : 23.660 s, Game : 7.751 s
Episode 608 avg. reward = 3.600, Long-term avg. reward = 2.362
..........AI : 27.499 s, Game : 8.868 s
Episode 609 avg. reward = 4.700, Long-term avg. reward = 2.385
..........AI : 26.890 s, Game : 8.740 s
Episode 610 avg. reward = 4.300, Long-term avg. reward = 2.405
..........AI : 23.524 s, Game : 7.627 s
Episode 611 avg. reward = 3.800, Long-term avg. reward = 2.418
..........AI : 19.533 s, Game : 6.192 s
Episode 612 avg. reward = 2.800, Long-term avg. reward = 2.422
..........AI : 12.864 s, Game : 4.297 s
Episode 613 avg. reward = 1.500, Long-term avg. reward = 2.413
..........AI : 15.287 s, Game : 5.194 s
Episode 614 avg. reward = 2.000, Long-term avg. reward = 2.409
..........AI : 21.219 s, Game : 6.728 s
Episode 615 avg. reward = 3.100, Long-term avg. reward = 2.416
..........AI : 16.706 s, Game : 5.532 s
Episode 616 avg. reward = 2.200, Long-term avg. reward = 2.414
..........AI : 23.736 s, Game : 7.395 s
Episode 617 avg. reward = 3.600, Long-term avg. reward = 2.426
..........AI : 17.860 s, Game : 5.843 s
Episode 618 avg. reward = 2.500, Long-term avg. reward = 2.426
..........AI : 14.060 s, Game : 4.725 s
Episode 619 avg. reward = 1.800, Long-term avg. reward = 2.420
..........AI : 14.725 s, Game : 4.377 s
Episode 620 avg. reward = 1.300, Long-term avg. reward = 2.409
..........AI : 16.067 s, Game : 5.194 s
Episode 621 avg. reward = 1.800, Long-term avg. reward = 2.403
..........AI : 14.059 s, Game : 4.502 s
Episode 622 avg. reward = 1.400, Long-term avg. reward = 2.393
..........AI : 28.154 s, Game : 8.999 s
Episode 623 avg. reward = 4.500, Long-term avg. reward = 2.414
..........AI : 27.762 s, Game : 9.012 s
Episode 624 avg. reward = 4.400, Long-term avg. reward = 2.434
..........AI : 15.720 s, Game : 5.059 s
Episode 625 avg. reward = 1.800, Long-term avg. reward = 2.427
..........AI : 19.936 s, Game : 6.345 s
Episode 626 avg. reward = 2.800, Long-term avg. reward = 2.431
..........AI : 18.291 s, Game : 5.892 s
Episode 627 avg. reward = 2.400, Long-term avg. reward = 2.431
..........AI : 17.389 s, Game : 5.530 s
Episode 628 avg. reward = 2.100, Long-term avg. reward = 2.427
..........AI : 12.786 s, Game : 4.038 s
Episode 629 avg. reward = 1.200, Long-term avg. reward = 2.415
..........AI : 18.628 s, Game : 6.297 s
Episode 630 avg. reward = 2.800, Long-term avg. reward = 2.419
..........AI : 21.033 s, Game : 7.096 s
Episode 631 avg. reward = 3.400, Long-term avg. reward = 2.429
..........AI : 25.413 s, Game : 7.520 s
Episode 632 avg. reward = 3.400, Long-term avg. reward = 2.439
..........AI : 16.358 s, Game : 5.232 s
Episode 633 avg. reward = 1.900, Long-term avg. reward = 2.433
..........AI : 25.462 s, Game : 8.276 s
Episode 634 avg. reward = 4.100, Long-term avg. reward = 2.450
..........AI : 12.948 s, Game : 4.232 s
Episode 635 avg. reward = 1.200, Long-term avg. reward = 2.437
..........AI : 29.716 s, Game : 9.684 s
Episode 636 avg. reward = 5.200, Long-term avg. reward = 2.465
..........AI : 27.488 s, Game : 8.803 s
Episode 637 avg. reward = 4.600, Long-term avg. reward = 2.486
..........AI : 17.709 s, Game : 5.741 s
Episode 638 avg. reward = 2.300, Long-term avg. reward = 2.484
..........AI : 19.311 s, Game : 6.405 s
Episode 639 avg. reward = 2.900, Long-term avg. reward = 2.489
..........AI : 15.206 s, Game : 4.729 s
Episode 640 avg. reward = 1.700, Long-term avg. reward = 2.481
..........AI : 32.384 s, Game : 10.478 s
Episode 641 avg. reward = 5.800, Long-term avg. reward = 2.514
..........AI : 24.778 s, Game : 8.083 s
Episode 642 avg. reward = 4.000, Long-term avg. reward = 2.529
..........AI : 20.094 s, Game : 6.666 s
Episode 643 avg. reward = 3.200, Long-term avg. reward = 2.535
..........AI : 19.954 s, Game : 6.253 s
Episode 644 avg. reward = 2.900, Long-term avg. reward = 2.539
..........AI : 16.991 s, Game : 5.501 s
Episode 645 avg. reward = 2.300, Long-term avg. reward = 2.537
..........AI : 18.470 s, Game : 6.031 s
Episode 646 avg. reward = 2.700, Long-term avg. reward = 2.538
..........AI : 10.975 s, Game : 3.496 s
Episode 647 avg. reward = 0.900, Long-term avg. reward = 2.522
..........AI : 24.139 s, Game : 8.224 s
Episode 648 avg. reward = 4.300, Long-term avg. reward = 2.540
..........AI : 12.770 s, Game : 3.951 s
Episode 649 avg. reward = 1.100, Long-term avg. reward = 2.525
..........AI : 22.764 s, Game : 7.326 s
Episode 650 avg. reward = 3.400, Long-term avg. reward = 2.534
..........AI : 19.611 s, Game : 6.649 s
Episode 651 avg. reward = 3.000, Long-term avg. reward = 2.539
..........AI : 33.002 s, Game : 10.673 s
Episode 652 avg. reward = 6.100, Long-term avg. reward = 2.574
..........AI : 37.177 s, Game : 12.119 s
Episode 653 avg. reward = 7.000, Long-term avg. reward = 2.619
..........AI : 28.296 s, Game : 9.387 s
Episode 654 avg. reward = 4.900, Long-term avg. reward = 2.641
..........AI : 32.524 s, Game : 10.530 s
Episode 655 avg. reward = 5.600, Long-term avg. reward = 2.671
..........AI : 32.516 s, Game : 10.486 s
Episode 656 avg. reward = 5.600, Long-term avg. reward = 2.700
..........AI : 17.082 s, Game : 5.627 s
Episode 657 avg. reward = 2.300, Long-term avg. reward = 2.696
..........AI : 36.173 s, Game : 11.747 s
Episode 658 avg. reward = 6.200, Long-term avg. reward = 2.731
..........AI : 33.083 s, Game : 11.107 s
Episode 659 avg. reward = 5.800, Long-term avg. reward = 2.762
..........AI : 30.553 s, Game : 9.598 s
Episode 660 avg. reward = 4.800, Long-term avg. reward = 2.782
..........AI : 24.956 s, Game : 8.194 s
Episode 661 avg. reward = 4.000, Long-term avg. reward = 2.795
..........AI : 11.411 s, Game : 3.590 s
Episode 662 avg. reward = 0.800, Long-term avg. reward = 2.775
..........AI : 33.640 s, Game : 10.863 s
Episode 663 avg. reward = 6.000, Long-term avg. reward = 2.807
..........AI : 19.827 s, Game : 6.619 s
Episode 664 avg. reward = 3.000, Long-term avg. reward = 2.809
..........AI : 34.346 s, Game : 10.970 s
Episode 665 avg. reward = 6.200, Long-term avg. reward = 2.843
..........AI : 22.888 s, Game : 7.320 s
Episode 666 avg. reward = 3.200, Long-term avg. reward = 2.846
..........AI : 19.849 s, Game : 6.352 s
Episode 667 avg. reward = 2.800, Long-term avg. reward = 2.846
..........AI : 23.223 s, Game : 7.675 s
Episode 668 avg. reward = 3.600, Long-term avg. reward = 2.853
..........AI : 18.753 s, Game : 6.008 s
Episode 669 avg. reward = 2.700, Long-term avg. reward = 2.852
..........AI : 25.574 s, Game : 8.351 s
Episode 670 avg. reward = 4.300, Long-term avg. reward = 2.866
..........AI : 24.808 s, Game : 7.981 s
Episode 671 avg. reward = 4.100, Long-term avg. reward = 2.879
..........AI : 25.125 s, Game : 8.070 s
Episode 672 avg. reward = 3.800, Long-term avg. reward = 2.888
..........AI : 29.226 s, Game : 9.543 s
Episode 673 avg. reward = 4.800, Long-term avg. reward = 2.907
..........AI : 20.657 s, Game : 6.662 s
Episode 674 avg. reward = 3.000, Long-term avg. reward = 2.908
..........AI : 19.563 s, Game : 6.266 s
Episode 675 avg. reward = 2.900, Long-term avg. reward = 2.908
..........AI : 21.056 s, Game : 6.886 s
Episode 676 avg. reward = 3.200, Long-term avg. reward = 2.911
..........AI : 26.617 s, Game : 8.608 s
Episode 677 avg. reward = 4.500, Long-term avg. reward = 2.927
..........AI : 33.704 s, Game : 10.935 s
Episode 678 avg. reward = 6.000, Long-term avg. reward = 2.957
..........AI : 17.110 s, Game : 5.483 s
Episode 679 avg. reward = 2.200, Long-term avg. reward = 2.950
..........AI : 23.910 s, Game : 7.820 s
Episode 680 avg. reward = 3.800, Long-term avg. reward = 2.958
..........AI : 35.401 s, Game : 11.307 s
Episode 681 avg. reward = 6.100, Long-term avg. reward = 2.990
..........AI : 15.795 s, Game : 4.959 s
Episode 682 avg. reward = 1.700, Long-term avg. reward = 2.977
..........AI : 20.234 s, Game : 6.713 s
Episode 683 avg. reward = 2.800, Long-term avg. reward = 2.975
..........AI : 24.548 s, Game : 7.914 s
Episode 684 avg. reward = 3.800, Long-term avg. reward = 2.983
..........AI : 18.903 s, Game : 6.119 s
Episode 685 avg. reward = 2.700, Long-term avg. reward = 2.981
..........AI : 17.928 s, Game : 5.652 s
Episode 686 avg. reward = 2.100, Long-term avg. reward = 2.972
..........AI : 30.056 s, Game : 10.020 s
Episode 687 avg. reward = 5.100, Long-term avg. reward = 2.993
..........AI : 29.162 s, Game : 9.187 s
Episode 688 avg. reward = 4.600, Long-term avg. reward = 3.009
..........AI : 22.740 s, Game : 7.546 s
Episode 689 avg. reward = 3.700, Long-term avg. reward = 3.016
..........AI : 18.657 s, Game : 5.973 s
Episode 690 avg. reward = 2.300, Long-term avg. reward = 3.009
..........AI : 33.596 s, Game : 10.958 s
Episode 691 avg. reward = 6.000, Long-term avg. reward = 3.039
..........AI : 29.038 s, Game : 9.630 s
Episode 692 avg. reward = 5.100, Long-term avg. reward = 3.059
..........AI : 17.472 s, Game : 5.259 s
Episode 693 avg. reward = 2.100, Long-term avg. reward = 3.050
..........AI : 27.544 s, Game : 9.035 s
Episode 694 avg. reward = 4.600, Long-term avg. reward = 3.065
..........AI : 37.196 s, Game : 12.106 s
Episode 695 avg. reward = 6.700, Long-term avg. reward = 3.102
..........AI : 18.284 s, Game : 5.737 s
Episode 696 avg. reward = 2.300, Long-term avg. reward = 3.094
..........AI : 22.568 s, Game : 7.385 s
Episode 697 avg. reward = 3.400, Long-term avg. reward = 3.097
..........AI : 25.580 s, Game : 8.297 s
Episode 698 avg. reward = 3.900, Long-term avg. reward = 3.105
..........AI : 23.080 s, Game : 7.402 s
Episode 699 avg. reward = 3.200, Long-term avg. reward = 3.106
..........AI : 37.757 s, Game : 12.127 s
Episode 700 avg. reward = 6.700, Long-term avg. reward = 3.142
..........AI : 14.972 s, Game : 4.934 s
Episode 701 avg. reward = 1.800, Long-term avg. reward = 3.128
..........AI : 27.528 s, Game : 8.834 s
Episode 702 avg. reward = 4.500, Long-term avg. reward = 3.142
..........AI : 25.714 s, Game : 8.265 s
Episode 703 avg. reward = 4.000, Long-term avg. reward = 3.150
..........AI : 15.781 s, Game : 5.099 s
Episode 704 avg. reward = 1.800, Long-term avg. reward = 3.137
..........AI : 27.979 s, Game : 8.941 s
Episode 705 avg. reward = 4.500, Long-term avg. reward = 3.151
..........AI : 43.256 s, Game : 13.855 s
Episode 706 avg. reward = 8.100, Long-term avg. reward = 3.200
..........AI : 22.606 s, Game : 7.334 s
Episode 707 avg. reward = 3.600, Long-term avg. reward = 3.204
..........AI : 18.142 s, Game : 5.875 s
Episode 708 avg. reward = 2.500, Long-term avg. reward = 3.197
..........AI : 33.271 s, Game : 10.706 s
Episode 709 avg. reward = 6.000, Long-term avg. reward = 3.225
..........AI : 18.954 s, Game : 6.082 s
Episode 710 avg. reward = 2.600, Long-term avg. reward = 3.219
..........AI : 24.293 s, Game : 8.253 s
Episode 711 avg. reward = 4.400, Long-term avg. reward = 3.231
..........AI : 11.610 s, Game : 3.467 s
Episode 712 avg. reward = 0.700, Long-term avg. reward = 3.205
..........AI : 16.944 s, Game : 5.474 s
Episode 713 avg. reward = 2.000, Long-term avg. reward = 3.193
..........AI : 30.326 s, Game : 9.877 s
Episode 714 avg. reward = 5.400, Long-term avg. reward = 3.215
..........AI : 19.187 s, Game : 6.197 s
Episode 715 avg. reward = 3.000, Long-term avg. reward = 3.213
..........AI : 18.447 s, Game : 5.698 s
Episode 716 avg. reward = 2.300, Long-term avg. reward = 3.204
..........AI : 29.173 s, Game : 9.372 s
Episode 717 avg. reward = 5.100, Long-term avg. reward = 3.223
..........AI : 42.284 s, Game : 13.667 s
Episode 718 avg. reward = 7.700, Long-term avg. reward = 3.268
..........AI : 44.464 s, Game : 14.453 s
Episode 719 avg. reward = 8.400, Long-term avg. reward = 3.319
..........AI : 22.541 s, Game : 7.332 s
Episode 720 avg. reward = 3.400, Long-term avg. reward = 3.320
